Ensembl,logFC,FDR,SYMBOL
ENSG00000213949,0.722576395,0.000636394,ITGA1
ENSG00000143127,-0.725045408,0.012292029,ITGA10
ENSG00000137809,3.483944939,9.79E-36,ITGA11
ENSG00000164171,-4.015238557,8.27E-44,ITGA2
ENSG00000005961,-0.035768695,0.884901082,ITGA2B
ENSG00000005884,0.135553514,0.376317453,ITGA3
ENSG00000115232,0.896689816,0.000220036,ITGA4
ENSG00000161638,3.467309209,1.71E-94,ITGA5
ENSG00000091409,0.704238518,3.76E-05,ITGA6
ENSG00000135424,0.695036145,0.000965816,ITGA7
ENSG00000077943,5.404459114,7.19E-47,ITGA8
ENSG00000144668,0.163002252,0.510009241,ITGA9
ENSG00000083457,0.013811866,0.939500015,ITGAE
ENSG00000138448,0.420828231,0.006964877,ITGAV
ENSG00000150093,1.071666795,2.37E-17,ITGB1
ENSG00000119185,-0.465500039,0.000178901,ITGB1BP1
ENSG00000147166,-0.619511927,0.007779999,ITGB1BP2
ENSG00000259207,1.773522484,1.16E-05,ITGB3
ENSG00000142856,-0.136883064,0.380246454,ITGB3BP
ENSG00000132470,5.07049565,1.17E-44,ITGB4
ENSG00000082781,0.93694631,4.96E-06,ITGB5
ENSG00000139626,2.26682564,1.10E-15,ITGB7
ENSG00000105855,1.278126487,7.40E-24,ITGB8
ENSG00000123243,6.016614351,1.22E-47,ITIH5
ENSG00000113263,5.746039006,5.77E-39,ITK
ENSG00000136156,1.107735951,7.52E-15,ITM2B
ENSG00000135916,0.680419877,0.000322082,ITM2C
ENSG00000125877,0.179787073,0.212913299,ITPA
ENSG00000100605,-0.146378872,0.172891849,ITPK1
ENSG00000143772,1.924428568,7.37E-23,ITPKB
ENSG00000086544,0.159701739,0.202522032,ITPKC
ENSG00000150995,1.637482053,1.85E-22,ITPR1
ENSG00000123104,0.831509479,1.78E-05,ITPR2
ENSG00000096433,1.709441323,4.56E-13,ITPR3
ENSG00000138434,0.231671898,0.067414913,ITPRID2
ENSG00000148841,0.154909938,0.442825743,ITPRIP
ENSG00000198885,-3.676728608,3.12E-28,ITPRIPL1
ENSG00000205730,0.91004623,2.20E-06,ITPRIPL2
ENSG00000205726,1.210621024,1.69E-27,ITSN1
ENSG00000198399,-0.080869199,0.513405343,ITSN2
ENSG00000128928,0.313549446,0.022042724,IVD
ENSG00000116679,-0.828210678,4.48E-11,IVNS1ABP
ENSG00000163166,-0.035282215,0.758141285,IWS1
ENSG00000099840,0.119821759,0.633937535,IZUMO4
ENSG00000077684,-0.641106179,2.52E-07,JADE1
ENSG00000043143,0.192620592,0.440361746,JADE2
ENSG00000102221,-0.581399783,0.000384639,JADE3
ENSG00000101384,0.9252491,4.16E-14,JAG1
ENSG00000184916,-1.425208305,5.43E-14,JAG2
ENSG00000171135,-0.047720755,0.788860078,JAGN1
ENSG00000162434,0.822140899,1.46E-12,JAK1
ENSG00000096968,-0.130952901,0.346060769,JAK2
ENSG00000176049,-0.213347315,0.088907731,JAKMIP2
ENSG00000188385,-0.212275229,0.366436447,JAKMIP3
ENSG00000154721,2.79148995,1.36E-98,JAM2
ENSG00000166086,0.693309901,9.26E-11,JAM3
ENSG00000008083,-0.160160037,0.246536106,JARID2
ENSG00000153814,0.300399979,0.006775248,JAZF1
ENSG00000165757,-0.034719191,0.900212918,JCAD
ENSG00000140044,2.29039972,1.63E-67,JDP2
ENSG00000109944,0.790756522,9.34E-08,JHY
ENSG00000050130,0.692652874,1.87E-07,JKAMP
ENSG00000171988,0.079853325,0.58848409,JMJD1C
ENSG00000081692,0.202603831,0.183026215,JMJD4
ENSG00000070495,-0.412567995,0.004308191,JMJD6
ENSG00000243789,-0.438441325,0.126061682,JMJD7
ENSG00000168970,0.24228804,0.144463362,JMJD7-PLA2G4B
ENSG00000161999,-0.229859423,0.055833012,JMJD8
ENSG00000152409,-0.278888778,0.056208374,JMY
ENSG00000100221,-0.179686241,0.100496049,JOSD1
ENSG00000161677,-0.764468157,0.000513511,JOSD2
ENSG00000104369,-2.583080457,8.19E-28,JPH1
ENSG00000154118,-1.065448468,4.44E-21,JPH3
ENSG00000092051,-0.732891414,1.06E-07,JPH4
ENSG00000189159,-0.624508919,3.98E-07,JPT1
ENSG00000206053,-0.257544056,0.038255662,JPT2
ENSG00000234616,-0.647344766,1.06E-07,JRK
ENSG00000183340,0.32015234,0.064036862,JRKL
ENSG00000143543,0.438190652,0.009171681,JTB
ENSG00000177606,0.581391146,1.24E-07,JUN
ENSG00000171223,1.070394077,5.59E-05,JUNB
ENSG00000130522,0.163344243,0.226328161,JUND
ENSG00000173801,-0.783973083,1.14E-07,JUP
ENSG00000160145,-0.990221709,7.41E-07,KALRN
ENSG00000107104,0.909004998,2.36E-11,KANK1
ENSG00000197256,0.087429309,0.644188928,KANK2
ENSG00000186994,0.563497549,0.003116944,KANK3
ENSG00000132854,1.050673461,0.038572271,KANK4
ENSG00000120071,-0.44026844,0.000254921,KANSL1
ENSG00000144445,0.001501111,0.992513129,KANSL1L
ENSG00000139620,-0.254134354,0.031352665,KANSL2
ENSG00000114982,-0.294484848,0.00602928,KANSL3
ENSG00000065427,0.087915345,0.453784131,KARS1
ENSG00000149474,-0.090208083,0.451982868,KAT14
ENSG00000108773,0.554699236,9.36E-05,KAT2A
ENSG00000114166,-0.070064482,0.59951278,KAT2B
ENSG00000172977,-0.157234134,0.163889716,KAT5
ENSG00000083168,-0.703464602,2.38E-07,KAT6A
ENSG00000156650,-1.025791256,4.55E-07,KAT6B
ENSG00000136504,-0.051571417,0.666416976,KAT7
ENSG00000103510,-0.121356413,0.286084408,KAT8
ENSG00000186625,0.123510018,0.381599249,KATNA1
ENSG00000102781,0.174846054,0.122303785,KATNAL1
ENSG00000167216,0.36138656,0.050601957,KATNAL2
ENSG00000140854,-0.201455369,0.116227663,KATNB1
ENSG00000134152,-0.037559113,0.787317799,KATNBL1
ENSG00000107821,0.47944483,0.053624323,KAZALD1
ENSG00000189337,0.980545303,2.10E-13,KAZN
ENSG00000176595,-0.549127064,2.74E-06,KBTBD11
ENSG00000170852,-0.25285295,0.016655183,KBTBD2
ENSG00000182359,0.590059386,0.000197025,KBTBD3
ENSG00000123444,-0.110884594,0.365803268,KBTBD4
ENSG00000165572,-0.48215634,6.71E-06,KBTBD6
ENSG00000120696,-0.640677752,2.18E-07,KBTBD7
ENSG00000163376,-0.70049552,0.000900148,KBTBD8
ENSG00000176407,0.041171756,0.73040505,KCMF1
ENSG00000111262,-4.193606493,1.50E-57,KCNA1
ENSG00000177301,0.73869103,3.61E-05,KCNA2
ENSG00000177272,-1.204147795,1.49E-12,KCNA3
ENSG00000182255,-1.451527624,1.49E-17,KCNA4
ENSG00000130037,0.588016484,0.037483562,KCNA5
ENSG00000130035,-0.329879158,0.055412382,KCNA6
ENSG00000169282,-2.140329279,2.70E-25,KCNAB1
ENSG00000069424,-0.582359572,5.92E-05,KCNAB2
ENSG00000170049,-1.649580294,1.07E-16,KCNAB3
ENSG00000158445,-0.508907927,0.001181538,KCNB1
ENSG00000182674,-2.150845205,2.06E-21,KCNB2
ENSG00000129159,-1.937581648,7.66E-15,KCNC1
ENSG00000166006,-2.566609764,1.92E-20,KCNC2
ENSG00000131398,-0.346144936,0.118394752,KCNC3
ENSG00000116396,-0.522587765,0.016669171,KCNC4
ENSG00000102057,0.657161428,0.005014756,KCND1
ENSG00000184408,-0.710929814,4.82E-05,KCND2
ENSG00000171385,-1.198918892,3.00E-20,KCND3
ENSG00000162975,0.051899587,0.770428687,KCNF1
ENSG00000026559,1.188074834,3.78E-17,KCNG1
ENSG00000178342,5.650531777,1.78E-34,KCNG2
ENSG00000143473,-1.666051826,1.07E-14,KCNH1
ENSG00000055118,-1.303734292,2.67E-16,KCNH2
ENSG00000135519,-1.464895409,2.90E-07,KCNH3
ENSG00000089558,-1.484760914,2.30E-05,KCNH4
ENSG00000140015,-2.36494846,3.79E-28,KCNH5
ENSG00000184611,-1.345412938,1.44E-09,KCNH7
ENSG00000183960,-0.677701964,0.006701325,KCNH8
ENSG00000182132,-1.016599046,3.83E-12,KCNIP1
ENSG00000120049,-0.949721482,1.81E-09,KCNIP2
ENSG00000115041,-1.19497572,1.40E-07,KCNIP3
ENSG00000185774,0.543101244,0.000107098,KCNIP4
ENSG00000177807,-0.126653085,0.649968045,KCNJ10
ENSG00000187486,-1.045487091,3.83E-05,KCNJ11
ENSG00000182324,-0.640637862,0.01579874,KCNJ14
ENSG00000153822,-3.113764235,4.55E-14,KCNJ16
ENSG00000123700,-0.510069489,0.163221133,KCNJ2
ENSG00000162989,0.388416489,0.122925482,KCNJ3
ENSG00000168135,-0.504086289,0.01087183,KCNJ4
ENSG00000120457,-2.842603699,1.13E-29,KCNJ5
ENSG00000157542,1.317528351,7.62E-12,KCNJ6
ENSG00000121361,2.555807514,4.18E-29,KCNJ8
ENSG00000162728,-1.286143936,2.58E-10,KCNJ9
ENSG00000135750,0.148662119,0.624662014,KCNK1
ENSG00000100433,0.564429102,7.82E-05,KCNK10
ENSG00000184261,-2.384333731,8.17E-26,KCNK12
ENSG00000082482,-0.474474842,0.002857899,KCNK2
ENSG00000171303,-1.147518895,5.34E-08,KCNK3
ENSG00000169427,-0.444785,0.064317573,KCNK9
ENSG00000156113,-0.602994602,0.007617153,KCNMA1
ENSG00000145936,0.730914171,0.019705538,KCNMB1
ENSG00000197584,-0.164885325,0.6640715,KCNMB2
ENSG00000171121,-0.41115802,0.059203798,KCNMB3
ENSG00000135643,0.0955214,0.484203504,KCNMB4
ENSG00000105642,-1.315172417,1.29E-07,KCNN1
ENSG00000080709,-1.176046805,2.79E-06,KCNN2
ENSG00000143603,-0.858544014,7.70E-10,KCNN3
ENSG00000075043,-0.615054397,1.70E-05,KCNQ2
ENSG00000184156,-1.662250947,5.63E-20,KCNQ3
ENSG00000117013,-1.361902008,2.99E-07,KCNQ4
ENSG00000185760,-1.880312415,1.68E-14,KCNQ5
ENSG00000156486,-0.470338917,0.059702382,KCNS2
ENSG00000162687,0.398037744,0.00041015,KCNT2
ENSG00000164794,-1.316320064,4.28E-08,KCNV1
ENSG00000135253,0.78621016,0.003087548,KCP
ENSG00000134504,0.839666049,3.84E-15,KCTD1
ENSG00000110906,-0.795888673,6.99E-09,KCTD10
ENSG00000213859,0.560610719,0.000910653,KCTD11
ENSG00000178695,-0.135682638,0.378224175,KCTD12
ENSG00000174943,-0.761161584,1.12E-09,KCTD13
ENSG00000153885,0.295448172,0.008162307,KCTD15
ENSG00000183775,-0.772621461,1.90E-05,KCTD16
ENSG00000100379,-0.015038964,0.925025478,KCTD17
ENSG00000155729,0.451875103,0.000611148,KCTD18
ENSG00000168676,-1.798887155,4.08E-08,KCTD19
ENSG00000180901,-0.104672163,0.39871377,KCTD2
ENSG00000112078,0.449299299,6.21E-05,KCTD20
ENSG00000188997,0.316487839,0.026501515,KCTD21
ENSG00000136636,-0.194699716,0.063819045,KCTD3
ENSG00000167977,0.45109645,0.000377796,KCTD5
ENSG00000168301,-0.348399919,0.010085182,KCTD6
ENSG00000243335,-0.181021241,0.109008699,KCTD7
ENSG00000183783,-1.265505979,4.21E-07,KCTD8
ENSG00000104756,-0.208531452,0.194127311,KCTD9
ENSG00000105438,0.526967596,1.88E-05,KDELR1
ENSG00000136240,0.328000101,0.022964725,KDELR2
ENSG00000100196,1.205079428,2.86E-09,KDELR3
ENSG00000004487,-0.316055706,0.01251651,KDM1A
ENSG00000165097,-0.155509742,0.32947317,KDM1B
ENSG00000173120,-0.470317818,2.04E-05,KDM2A
ENSG00000089094,-0.515750367,3.46E-06,KDM2B
ENSG00000115548,0.001989257,0.990490127,KDM3A
ENSG00000120733,0.317945305,0.012339143,KDM3B
ENSG00000066135,-0.290490785,0.009008688,KDM4A
ENSG00000127663,-0.688181049,4.67E-07,KDM4B
ENSG00000107077,-0.031699474,0.812184592,KDM4C
ENSG00000186280,0.352322378,0.042056854,KDM4D
ENSG00000073614,0.07746753,0.534929146,KDM5A
ENSG00000117139,-0.253307696,0.055963431,KDM5B
ENSG00000126012,-0.204216142,0.086516521,KDM5C
ENSG00000012817,0.08710578,0.492416504,KDM5D
ENSG00000147050,-0.364188951,0.005740379,KDM6A
ENSG00000132510,-0.96137696,1.04E-07,KDM6B
ENSG00000006459,-0.575402605,0.00050252,KDM7A
ENSG00000155666,-0.19660277,0.354646132,KDM8
ENSG00000128052,2.99821275,1.76E-23,KDR
ENSG00000119537,0.516885488,2.37E-05,KDSR
ENSG00000079999,-0.202846768,0.154954995,KEAP1
ENSG00000197993,0.141296058,0.652404165,KEL
ENSG00000135314,0.35429486,0.206330425,KHDC1
ENSG00000132680,-0.109326183,0.343541912,KHDC4
ENSG00000121774,-0.78033764,2.47E-05,KHDRBS1
ENSG00000112232,-0.675418841,0.000324028,KHDRBS2
ENSG00000131773,-0.92291678,3.00E-09,KHDRBS3
ENSG00000138030,-0.488871118,0.012783896,KHK
ENSG00000100441,0.618649461,6.49E-09,KHNYN
ENSG00000088247,-0.468517868,0.001671033,KHSRP
ENSG00000235750,4.379767729,1.67E-52,KIAA0040
ENSG00000007202,0.104034703,0.390866915,KIAA0100
ENSG00000170871,-0.340788189,0.004626092,KIAA0232
ENSG00000137261,-1.74360076,1.36E-22,KIAA0319
ENSG00000142687,0.324727424,0.007852838,KIAA0319L
ENSG00000166398,0.098314914,0.423085321,KIAA0355
ENSG00000189367,-0.923364194,4.89E-05,KIAA0408
ENSG00000135709,-0.577792808,9.19E-07,KIAA0513
ENSG00000047578,0.27035364,0.018441396,KIAA0556
ENSG00000100578,-0.168553064,0.171597725,KIAA0586
ENSG00000198920,0.221343528,0.046725703,KIAA0753
ENSG00000185261,-0.419190425,0.019511424,KIAA0825
ENSG00000164542,-0.303772556,0.006153005,KIAA0895
ENSG00000196123,-0.609701202,2.92E-07,KIAA0895L
ENSG00000100364,-0.61700773,1.26E-07,KIAA0930
ENSG00000189195,-0.514402244,0.001870803,KIAA1107
ENSG00000138688,-0.206483494,0.116485359,KIAA1109
ENSG00000163807,0.192681373,0.097224601,KIAA1143
ENSG00000122203,-0.817572776,3.85E-13,KIAA1191
ENSG00000196872,0.666158611,0.013978257,KIAA1211L
ENSG00000120549,1.462023027,6.37E-11,KIAA1217
ENSG00000114656,1.325021757,1.31E-15,KIAA1257
ENSG00000116299,-0.946044762,8.15E-10,KIAA1324
ENSG00000164659,-0.738892377,7.05E-08,KIAA1324L
ENSG00000150477,-0.092432119,0.534019229,KIAA1328
ENSG00000162522,0.24164043,0.184881954,KIAA1522
ENSG00000122778,-0.668220921,0.00021355,KIAA1549
ENSG00000110427,-1.247524575,2.38E-08,KIAA1549L
ENSG00000168116,-0.429884866,0.000646963,KIAA1586
ENSG00000135835,-1.206823014,1.29E-06,KIAA1614
ENSG00000197077,0.354081668,0.012387159,KIAA1671
ENSG00000162929,-0.315910043,0.010827917,KIAA1841
ENSG00000165185,0.732154838,1.13E-09,KIAA1958
ENSG00000182329,0.344765353,0.199806584,KIAA2012
ENSG00000116685,0.455042991,0.001008467,KIAA2013
ENSG00000183354,-0.316016636,0.025933197,KIAA2026
ENSG00000134313,-0.754203693,8.19E-07,KIDINS220
ENSG00000138160,-0.872187509,6.88E-16,KIF11
ENSG00000137177,0.577272712,1.32E-08,KIF13A
ENSG00000197892,0.598073486,3.78E-08,KIF13B
ENSG00000118193,-0.613994,4.32E-07,KIF14
ENSG00000163808,-1.056986289,1.02E-16,KIF15
ENSG00000089177,0.325999631,0.012441069,KIF16B
ENSG00000117245,-0.475860901,0.030959784,KIF17
ENSG00000121621,-0.174692434,0.189609877,KIF18A
ENSG00000186185,-1.081284087,2.25E-10,KIF18B
ENSG00000130294,-0.645942743,5.07E-05,KIF1A
ENSG00000054523,-0.375249359,0.008985551,KIF1B
ENSG00000129250,1.294056251,9.00E-24,KIF1C
ENSG00000112984,-0.427175058,0.000189126,KIF20A
ENSG00000138182,-0.333068873,0.013229597,KIF20B
ENSG00000139116,-0.814850578,2.96E-06,KIF21A
ENSG00000116852,-1.923554001,3.64E-17,KIF21B
ENSG00000079616,-0.564502677,3.30E-08,KIF22
ENSG00000137807,-0.671556369,2.10E-09,KIF23
ENSG00000186638,-0.135999589,0.356670411,KIF24
ENSG00000066735,-5.189448458,1.66E-229,KIF26A
ENSG00000162849,0.023971559,0.912199959,KIF26B
ENSG00000165115,0.273772686,0.029056327,KIF27
ENSG00000068796,-0.158237188,0.162369172,KIF2A
ENSG00000142945,-0.618529959,7.83E-09,KIF2C
ENSG00000131437,-0.812663402,2.54E-07,KIF3A
ENSG00000101350,-0.290671906,0.008789647,KIF3B
ENSG00000084731,-0.988556959,1.44E-09,KIF3C
ENSG00000090889,-0.609262309,8.55E-08,KIF4A
ENSG00000155980,-0.170907656,0.258925579,KIF5A
ENSG00000170759,0.023663852,0.860839987,KIF5B
ENSG00000168280,0.388609485,0.001187255,KIF5C
ENSG00000164627,-0.565485412,0.019501309,KIF6
ENSG00000166813,0.221050588,0.092835223,KIF7
ENSG00000088727,0.652552287,0.000848462,KIF9
ENSG00000075945,-0.586083291,8.91E-07,KIFAP3
ENSG00000198954,0.196877678,0.062489076,KIFBP
ENSG00000237649,-1.109843555,1.66E-20,KIFC1
ENSG00000167702,-0.114021218,0.339789171,KIFC2
ENSG00000140859,0.37496862,0.02086132,KIFC3
ENSG00000151657,-0.120133914,0.355563466,KIN
ENSG00000183853,0.258875579,0.070673525,KIRREL1
ENSG00000126259,2.815024825,1.75E-27,KIRREL2
ENSG00000149571,-0.320936173,0.007954691,KIRREL3
ENSG00000157404,-0.272075324,0.121917026,KIT
ENSG00000049130,0.365885659,0.003874942,KITLG
ENSG00000088970,0.456329339,0.015642018,KIZ
ENSG00000126214,-0.050212227,0.666161076,KLC1
ENSG00000174996,-0.334473583,0.011594193,KLC2
ENSG00000137171,0.150937959,0.204697262,KLC4
ENSG00000155090,0.691183366,0.015805078,KLF10
ENSG00000172059,0.029510478,0.874308578,KLF11
ENSG00000118922,-0.287032354,0.075824486,KLF12
ENSG00000169926,-0.226549005,0.041361035,KLF13
ENSG00000163884,0.268481336,0.136790849,KLF15
ENSG00000129911,-0.391878035,0.05207411,KLF16
ENSG00000109787,0.216803093,0.106754087,KLF3
ENSG00000136826,0.940306879,0.000171267,KLF4
ENSG00000102554,-2.005813193,5.13E-20,KLF5
ENSG00000067082,0.322754561,0.167608977,KLF6
ENSG00000118263,-0.963261135,3.90E-10,KLF7
ENSG00000102349,-0.401715512,0.017491484,KLF8
ENSG00000119138,3.962660836,1.41E-70,KLF9
ENSG00000197776,-0.47490159,0.013491027,KLHDC1
ENSG00000128607,-0.222545043,0.052674948,KLHDC10
ENSG00000165516,0.032473924,0.807743038,KLHDC2
ENSG00000124702,0.029790102,0.829867262,KLHDC3
ENSG00000104731,-0.149373079,0.321636527,KLHDC4
ENSG00000162873,0.499912427,0.000488324,KLHDC8A
ENSG00000185909,0.936621608,2.09E-12,KLHDC8B
ENSG00000162755,0.240950275,0.221214144,KLHDC9
ENSG00000150361,0.673505016,0.005717888,KLHL1
ENSG00000178502,-0.148392274,0.213565157,KLHL11
ENSG00000117153,0.26368786,0.009702673,KLHL12
ENSG00000003096,-0.421636178,0.011907029,KLHL13
ENSG00000197705,0.124519091,0.749340096,KLHL14
ENSG00000174010,-0.265024644,0.033708531,KLHL15
ENSG00000187961,-0.215735776,0.122559812,KLHL17
ENSG00000114648,-0.322991818,0.003215469,KLHL18
ENSG00000109466,-0.711173607,5.19E-10,KLHL2
ENSG00000076321,0.190913748,0.104817785,KLHL20
ENSG00000162413,0.455129858,0.002319411,KLHL21
ENSG00000099910,-0.234363632,0.038508146,KLHL22
ENSG00000213160,-0.567675081,6.17E-06,KLHL23
ENSG00000114796,0.115128524,0.404397157,KLHL24
ENSG00000183655,0.154405437,0.168291126,KLHL25
ENSG00000167487,-0.080363555,0.655877525,KLHL26
ENSG00000179454,0.468000704,5.39E-05,KLHL28
ENSG00000119771,-0.253084111,0.050237069,KLHL29
ENSG00000146021,-1.328443584,1.06E-17,KLHL3
ENSG00000124743,-0.010297024,0.973839016,KLHL31
ENSG00000186231,-0.623998686,0.002092392,KLHL32
ENSG00000149243,0.273537919,0.248420592,KLHL35
ENSG00000135686,0.265478291,0.02027011,KLHL36
ENSG00000102271,1.441109572,7.36E-12,KLHL4
ENSG00000239474,-0.914420239,0.000403022,KLHL41
ENSG00000087448,-0.533487121,8.30E-07,KLHL42
ENSG00000109790,0.500828301,7.72E-07,KLHL5
ENSG00000122550,-0.124196207,0.293203622,KLHL7
ENSG00000145332,-0.851701928,1.96E-09,KLHL8
ENSG00000198642,-0.017326907,0.899432213,KLHL9
ENSG00000227268,0.750182213,0.000120271,KLLN
ENSG00000139187,0.410634879,0.038823642,KLRG1
ENSG00000118058,-0.600296696,0.00027333,KMT2A
ENSG00000272333,-0.480200619,0.001190065,KMT2B
ENSG00000055609,-0.56568964,0.000200859,KMT2C
ENSG00000167548,-0.341310008,0.100628308,KMT2D
ENSG00000005483,-0.393092875,0.016478462,KMT2E
ENSG00000183955,0.143870606,0.226468933,KMT5A
ENSG00000110066,-0.494129943,0.000523079,KMT5B
ENSG00000133247,0.060696627,0.68103961,KMT5C
ENSG00000171798,0.409777451,0.015504738,KNDC1
ENSG00000137812,-1.019529691,5.30E-18,KNL1
ENSG00000103550,-0.327993422,0.001564861,KNOP1
ENSG00000128944,-0.288949027,0.015662975,KNSTRN
ENSG00000184445,-0.424610335,0.000151475,KNTC1
ENSG00000114030,-0.029827683,0.817853506,KPNA1
ENSG00000182481,-0.489483872,5.87E-06,KPNA2
ENSG00000102753,-0.176693772,0.162048519,KPNA3
ENSG00000186432,-0.162257352,0.184430711,KPNA4
ENSG00000196911,-0.217726729,0.1214145,KPNA5
ENSG00000025800,0.302868274,0.006448403,KPNA6
ENSG00000108424,0.049476657,0.702993204,KPNB1
ENSG00000118162,-0.252667508,0.146125502,KPTN
ENSG00000133703,-0.226976226,0.105320226,KRAS
ENSG00000133619,0.007645951,0.95593394,KRBA1
ENSG00000184619,-0.371280774,0.052488589,KRBA2
ENSG00000147121,-0.170062031,0.184430711,KRBOX4
ENSG00000172086,0.759140848,7.44E-09,KRCC1
ENSG00000183762,1.703876572,1.38E-28,KREMEN1
ENSG00000129347,-0.089420419,0.550028262,KRI1
ENSG00000001631,0.035421899,0.85796101,KRIT1
ENSG00000111615,-0.149613192,0.170651731,KRR1
ENSG00000186395,-0.408795794,0.118478688,KRT10
ENSG00000213424,0.07010552,0.84033174,KRT222
ENSG00000163463,-0.396618459,0.045389724,KRTCAP2
ENSG00000157992,0.37598245,0.164637362,KRTCAP3
ENSG00000141068,0.334122277,0.00588357,KSR1
ENSG00000171435,-2.479729104,1.06E-18,KSR2
ENSG00000198841,0.151653624,0.551858775,KTI12
ENSG00000126777,0.58496253,1.48E-07,KTN1
ENSG00000105700,0.592801611,1.93E-07,KXD1
ENSG00000174611,0.686713382,0.006124115,KY
ENSG00000137944,0.243193183,0.027979069,KYAT3
ENSG00000198910,-1.850796701,3.73E-14,L1CAM
ENSG00000240563,-10.38712413,1.34E-24,L1TD1
ENSG00000087299,-0.302054164,0.07352219,L2HGDH
ENSG00000126790,0.861470516,3.37E-08,L3HYPDH
ENSG00000185513,-0.532407592,0.000109182,L3MBTL1
ENSG00000100395,0.126616272,0.368306124,L3MBTL2
ENSG00000198945,-0.120161216,0.355547957,L3MBTL3
ENSG00000154655,-0.717269851,0.001051043,L3MBTL4
ENSG00000179630,0.840261796,0.000691584,LACC1
ENSG00000103642,0.363465448,0.007743812,LACTB
ENSG00000147592,1.330887103,5.36E-12,LACTB2
ENSG00000089692,-0.617818934,0.012266878,LAG3
ENSG00000196976,0.71214462,0.000292009,LAGE3
ENSG00000101680,-0.769561183,3.47E-10,LAMA1
ENSG00000196569,1.295945375,1.27E-13,LAMA2
ENSG00000053747,-1.418699052,3.01E-09,LAMA3
ENSG00000112769,-1.331568548,1.54E-16,LAMA4
ENSG00000130702,0.879184447,1.46E-09,LAMA5
ENSG00000091136,1.681428046,2.92E-37,LAMB1
ENSG00000172037,1.492459388,1.90E-18,LAMB2
ENSG00000196878,-1.123490006,6.29E-05,LAMB3
ENSG00000135862,0.470812866,0.000448214,LAMC1
ENSG00000058085,-2.623450862,8.17E-20,LAMC2
ENSG00000185896,0.819984409,3.54E-06,LAMP1
ENSG00000005893,1.016472454,2.73E-13,LAMP2
ENSG00000078081,2.816258771,1.77E-19,LAMP3
ENSG00000125869,-2.196430504,1.95E-13,LAMP5
ENSG00000149357,0.399405208,0.01167478,LAMTOR1
ENSG00000116586,0.447733304,0.000365767,LAMTOR2
ENSG00000109270,0.03793354,0.750500719,LAMTOR3
ENSG00000188186,0.715025254,9.25E-08,LAMTOR4
ENSG00000134248,0.041092136,0.778893573,LAMTOR5
ENSG00000115365,-0.22377857,0.06852544,LANCL1
ENSG00000132434,-0.338836505,0.00470992,LANCL2
ENSG00000147036,-1.594183107,6.31E-10,LANCL3
ENSG00000002549,0.708799443,6.43E-07,LAP3
ENSG00000068697,0.591612358,4.95E-06,LAPTM4A
ENSG00000104341,1.246358543,1.38E-19,LAPTM4B
ENSG00000133424,-0.916368668,2.35E-11,LARGE1
ENSG00000155506,-0.077014892,0.692891801,LARP1
ENSG00000138709,-0.398334686,0.004999799,LARP1B
ENSG00000161813,0.082065751,0.4878259,LARP4
ENSG00000107929,-0.178931595,0.113000293,LARP4B
ENSG00000166173,0.875450176,2.50E-15,LARP6
ENSG00000174720,0.007342922,0.954916136,LARP7
ENSG00000133706,0.502910941,5.35E-06,LARS1
ENSG00000011376,0.229865993,0.037868165,LARS2
ENSG00000001497,-0.099149553,0.415709545,LAS1L
ENSG00000002834,-0.206540587,0.080152313,LASP1
ENSG00000131023,-0.317933045,0.009426,LATS1
ENSG00000150457,1.205363238,3.32E-12,LATS2
ENSG00000204381,0.969133886,0.005403669,LAYN
ENSG00000213626,-0.404340657,0.001655346,LBH
ENSG00000162194,-0.017332264,0.936586043,LBHD1
ENSG00000143815,-0.696926332,2.83E-09,LBR
ENSG00000138136,4.89731164,9.70E-25,LBX1
ENSG00000135338,1.20184536,2.59E-19,LCA5
ENSG00000157578,2.549988102,1.02E-19,LCA5L
ENSG00000213398,0.571167118,0.025013079,LCAT
ENSG00000172954,0.362706603,0.000805252,LCLAT1
ENSG00000205629,-0.282322173,0.010787886,LCMT1
ENSG00000168806,-0.427660641,0.000316099,LCMT2
ENSG00000148386,2.862066854,7.22E-19,LCN9
ENSG00000214402,1.586575995,1.35E-10,LCNL1
ENSG00000196233,-0.752421812,1.15E-05,LCOR
ENSG00000178177,-0.244460252,0.079148699,LCORL
ENSG00000188501,2.110574416,1.24E-10,LCTL
ENSG00000118961,0.299020272,0.005120194,LDAH
ENSG00000198728,-0.375894786,0.001201982,LDB1
ENSG00000169744,-1.866240044,1.82E-42,LDB2
ENSG00000134333,0.071887434,0.566567045,LDHA
ENSG00000166816,0.239546653,0.392052432,LDHD
ENSG00000130164,-0.454440838,0.000284693,LDLR
ENSG00000179241,-0.253529661,0.043759042,LDLRAD3
ENSG00000168675,1.259831811,1.61E-28,LDLRAD4
ENSG00000157978,1.678573734,5.14E-19,LDLRAP1
ENSG00000182195,-0.671623729,0.002089104,LDOC1
ENSG00000164406,-0.68623868,0.03935244,LEAP2
ENSG00000138795,-2.077442386,4.86E-21,LEF1
ENSG00000186007,-1.654843974,6.63E-12,LEMD1
ENSG00000161904,0.198262639,0.071268188,LEMD2
ENSG00000174106,-0.288939457,0.008708613,LEMD3
ENSG00000105617,0.017862667,0.933464404,LENG1
ENSG00000167615,-0.264104599,0.032714265,LENG8
ENSG00000166477,-0.183368544,0.144149944,LEO1
ENSG00000116678,0.631602079,0.000263885,LEPR
