Ensembl,logFC,FDR,SYMBOL
ENSG00000136169,0.076524246,0.6067272,SETDB2
ENSG00000170364,-0.354869004,0.00640439,SETMAR
ENSG00000230667,0.055652683,0.874812542,SETSIP
ENSG00000107290,0.182576532,0.104088219,SETX
ENSG00000063015,-1.673214826,6.91E-15,SEZ6
ENSG00000100095,-1.139867249,4.24E-06,SEZ6L
ENSG00000174938,-0.865683784,9.62E-07,SEZ6L2
ENSG00000168066,-0.438458508,0.003015926,SF1
ENSG00000099995,-0.472768655,0.000801055,SF3A1
ENSG00000104897,-0.351978887,0.007254991,SF3A2
ENSG00000183431,-0.033440607,0.779943313,SF3A3
ENSG00000115524,-0.009797586,0.947729447,SF3B1
ENSG00000087365,-0.093171462,0.443257607,SF3B2
ENSG00000189091,-0.256334754,0.023160264,SF3B3
ENSG00000143368,-0.192035453,0.126252568,SF3B4
ENSG00000169976,0.190941429,0.198887418,SF3B5
ENSG00000115128,0.358082767,0.003176911,SF3B6
ENSG00000198089,-0.145429519,0.209221789,SFI1
ENSG00000163935,-0.62516661,1.02E-08,SFMBT1
ENSG00000198879,0.842428476,9.82E-09,SFMBT2
ENSG00000116560,-0.515603758,0.000693086,SFPQ
ENSG00000156384,0.065411441,0.734914694,SFR1
ENSG00000104332,-3.657734236,5.63E-92,SFRP1
ENSG00000145423,-0.256493494,0.29023464,SFRP2
ENSG00000106483,3.258085489,7.79E-31,SFRP4
ENSG00000061936,0.043210742,0.721522452,SFSWAP
ENSG00000198818,0.052813164,0.718627128,SFT2D1
ENSG00000213064,0.23938516,0.02522665,SFT2D2
ENSG00000173349,0.004426781,0.978328418,SFT2D3
ENSG00000164466,-0.013751439,0.916147825,SFXN1
ENSG00000156398,-1.131358675,4.11E-15,SFXN2
ENSG00000107819,-0.020188652,0.882092715,SFXN3
ENSG00000183605,-0.178761416,0.241722356,SFXN4
ENSG00000144040,0.800357529,3.60E-06,SFXN5
ENSG00000163069,-0.130471069,0.375312958,SGCB
ENSG00000170624,-1.535635175,2.80E-16,SGCD
ENSG00000127990,0.230548349,0.047949587,SGCE
ENSG00000102683,2.546169235,3.70E-25,SGCG
ENSG00000185053,-1.349355595,1.24E-06,SGCZ
ENSG00000176476,-0.769235002,2.60E-09,SGF29
ENSG00000118473,-1.904348845,2.79E-22,SGIP1
ENSG00000118515,-0.550151101,0.003044509,SGK1
ENSG00000104205,0.068032106,0.658730229,SGK3
ENSG00000198964,0.499580653,1.11E-05,SGMS1
ENSG00000164023,1.870223165,8.43E-14,SGMS2
ENSG00000129810,-0.880170816,6.27E-08,SGO1
ENSG00000163535,-0.707775655,1.46E-07,SGO2
ENSG00000166224,0.730007241,1.09E-10,SGPL1
ENSG00000126821,0.289117046,0.024757728,SGPP1
ENSG00000163082,2.123854507,1.90E-25,SGPP2
ENSG00000181523,0.352754595,0.048465857,SGSH
ENSG00000167037,-0.840805632,4.78E-14,SGSM1
ENSG00000141258,0.12189741,0.370936192,SGSM2
ENSG00000100359,-0.121169309,0.665286154,SGSM3
ENSG00000104969,0.04312638,0.734444066,SGTA
ENSG00000197860,0.50843151,9.40E-07,SGTB
ENSG00000178188,0.240292183,0.033929446,SH2B1
ENSG00000160999,-0.750268772,8.17E-06,SH2B2
ENSG00000111252,-0.002642772,0.988608793,SH2B3
ENSG00000125731,-2.744129674,3.31E-21,SH2D3A
ENSG00000095370,-0.367181084,0.124939698,SH2D3C
ENSG00000189410,0.249248029,0.277587319,SH2D5
ENSG00000131171,-0.016380993,0.901097801,SH3BGRL
ENSG00000198478,0.51721743,4.10E-05,SH3BGRL2
ENSG00000142669,0.129632028,0.388682599,SH3BGRL3
ENSG00000087266,-0.502085773,5.09E-06,SH3BP2
ENSG00000130147,1.029408942,1.61E-23,SH3BP4
ENSG00000131370,-0.873776766,6.36E-07,SH3BP5
ENSG00000175137,0.092948126,0.40869018,SH3BP5L
ENSG00000109686,1.286599159,9.00E-20,SH3D19
ENSG00000214193,0.101719407,0.626552563,SH3D21
ENSG00000141985,0.167693053,0.179435762,SH3GL1
ENSG00000107295,-0.139953657,0.249075329,SH3GL2
ENSG00000140600,-1.750196558,3.78E-12,SH3GL3
ENSG00000097033,-0.084422093,0.483706224,SH3GLB1
ENSG00000148341,0.049804656,0.719089712,SH3GLB2
ENSG00000147010,0.761901151,5.87E-09,SH3KBP1
ENSG00000107957,-0.423418417,0.010830559,SH3PXD2A
ENSG00000174705,-0.25960246,0.061325509,SH3PXD2B
ENSG00000154447,-1.129213831,6.97E-15,SH3RF1
ENSG00000172985,-0.37820459,0.018866697,SH3RF3
ENSG00000169247,0.427586457,0.176515661,SH3TC2
ENSG00000035115,0.22105424,0.068850837,SH3YL1
ENSG00000161681,-1.288040675,3.11E-07,SHANK1
ENSG00000162105,-1.08769731,4.14E-08,SHANK2
ENSG00000251322,-0.58636695,1.02E-05,SHANK3
ENSG00000179526,0.438639804,0.000123389,SHARPIN
ENSG00000107338,-3.43210597,3.11E-98,SHB
ENSG00000160691,2.130040068,1.91E-32,SHC1
ENSG00000129946,0.117325574,0.453548255,SHC2
ENSG00000148082,-0.598594564,5.86E-06,SHC3
ENSG00000185634,0.114301213,0.6022876,SHC4
ENSG00000171241,-0.570173433,0.002402416,SHCBP1
ENSG00000105251,-0.891633938,3.08E-09,SHD
ENSG00000138606,-0.058500645,0.727189803,SHF
ENSG00000130813,1.44686457,2.70E-19,SHFL
ENSG00000164690,-4.244707259,4.05E-14,SHH
ENSG00000180730,-2.729215413,7.08E-37,SHISA2
ENSG00000178343,-3.25844259,1.60E-35,SHISA3
ENSG00000198892,0.882635102,8.16E-06,SHISA4
ENSG00000164054,0.195371616,0.11829893,SHISA5
ENSG00000188803,-0.612264598,0.00294136,SHISA6
ENSG00000187902,-2.535568487,4.01E-24,SHISA7
ENSG00000237515,0.629874855,0.000370502,SHISA9
ENSG00000138944,-0.636311845,9.24E-06,SHISAL1
ENSG00000160410,0.141396625,0.364320164,SHKBP1
ENSG00000171984,-0.144315177,0.545938207,SHLD1
ENSG00000122376,0.320289555,0.002886476,SHLD2
ENSG00000253251,-0.260614889,0.233355135,SHLD3
ENSG00000176974,0.176342925,0.271021579,SHMT1
ENSG00000182199,1.162246136,1.22E-24,SHMT2
ENSG00000108061,-0.278353836,0.037829236,SHOC2
ENSG00000197417,0.703312837,0.002791308,SHPK
ENSG00000146414,-0.058794814,0.710420861,SHPRH
ENSG00000144736,0.677242182,2.80E-06,SHQ1
ENSG00000146950,-0.295210103,0.044593406,SHROOM2
ENSG00000138771,0.258728255,0.103494359,SHROOM3
ENSG00000158352,0.96594626,5.70E-10,SHROOM4
ENSG00000187164,-2.020496158,4.43E-32,SHTN1
ENSG00000110013,1.806571696,2.31E-25,SIAE
ENSG00000196470,-0.517527455,2.73E-05,SIAH1
ENSG00000181788,0.247031195,0.03030833,SIAH2
ENSG00000215475,-0.586301352,0.179486884,SIAH3
ENSG00000072858,-2.31505743,8.53E-08,SIDT1
ENSG00000149577,0.803233067,2.24E-10,SIDT2
ENSG00000185187,-3.689311519,2.90E-24,SIGIRR
ENSG00000147955,-0.105145187,0.450410362,SIGMAR1
ENSG00000275993,2.291574729,1.54E-19,SIK1B
ENSG00000170145,0.696704178,3.59E-09,SIK2
ENSG00000160584,-0.476340688,8.29E-05,SIK3
ENSG00000052723,0.273831792,0.009698784,SIKE1
ENSG00000120725,1.168240289,3.43E-11,SIL1
ENSG00000170085,-0.384809697,0.005519565,SIMC1
ENSG00000169375,-0.304650516,0.031801428,SIN3A
ENSG00000127511,0.228760973,0.047036688,SIN3B
ENSG00000139146,0.162251833,0.212266933,SINHCAF
ENSG00000213445,0.451886732,0.007426136,SIPA1
ENSG00000197555,1.403078426,3.09E-21,SIPA1L1
ENSG00000116991,1.067463497,2.81E-21,SIPA1L2
ENSG00000105738,-0.296349572,0.067053481,SIPA1L3
ENSG00000198053,-1.297009733,6.17E-16,SIRPA
ENSG00000096717,-0.623222443,1.33E-06,SIRT1
ENSG00000068903,0.342008988,0.004455363,SIRT2
ENSG00000142082,0.355446338,0.001947625,SIRT3
ENSG00000089163,0.108825196,0.714414739,SIRT4
ENSG00000124523,0.094244423,0.472794495,SIRT5
ENSG00000077463,-0.265703586,0.063430674,SIRT6
ENSG00000187531,0.130293888,0.451260768,SIRT7
ENSG00000184990,-0.000196133,0.999070952,SIVA1
ENSG00000170577,2.698585222,4.34E-15,SIX2
ENSG00000138083,-5.509045096,2.22E-65,SIX3
ENSG00000100625,1.497103233,6.99E-14,SIX4
ENSG00000177045,0.895391334,2.43E-08,SIX5
ENSG00000154839,-0.630018343,0.000115555,SKA1
ENSG00000182628,-0.635080642,3.23E-09,SKA2
ENSG00000165480,-0.76138431,1.89E-09,SKA3
ENSG00000005020,0.121065031,0.606533563,SKAP2
ENSG00000157933,-0.298594257,0.163137654,SKI
ENSG00000180592,0.41823544,0.000757375,SKIDA1
ENSG00000136603,0.086589172,0.486515207,SKIL
ENSG00000204351,0.517073542,2.23E-05,SKIV2L
ENSG00000188779,3.533885305,5.77E-39,SKOR1
ENSG00000215474,8.795519864,6.36E-31,SKOR2
ENSG00000113558,0.096717448,0.403963178,SKP1
ENSG00000145604,-0.373968903,0.001119354,SKP2
ENSG00000155926,-3.281936002,1.31E-20,SLA
ENSG00000139737,0.981903175,2.47E-13,SLAIN1
ENSG00000109171,-0.447311456,0.000901292,SLAIN2
ENSG00000163950,-0.081732657,0.509673764,SLBP
ENSG00000126903,0.613214351,0.000922087,SLC10A3
ENSG00000145248,-0.129815238,0.512510436,SLC10A4
ENSG00000253598,-0.539193828,0.07320158,SLC10A5
ENSG00000120519,0.273185164,0.0528132,SLC10A7
ENSG00000110911,0.502164243,1.39E-06,SLC11A2
ENSG00000064651,0.217137463,0.107306081,SLC12A2
ENSG00000124067,0.383662707,0.055579699,SLC12A4
ENSG00000124140,-1.007633312,2.80E-12,SLC12A5
ENSG00000140199,0.013193363,0.92577839,SLC12A6
ENSG00000113504,0.388604569,0.090527476,SLC12A7
ENSG00000221955,1.048865958,4.66E-06,SLC12A8
ENSG00000146828,0.095179597,0.46690533,SLC12A9
ENSG00000158296,0.051463014,0.785646168,SLC13A3
ENSG00000141485,-3.53637228,5.57E-12,SLC13A5
ENSG00000163406,0.938511637,1.28E-06,SLC15A2
ENSG00000139370,0.104719966,0.39495918,SLC15A4
ENSG00000155380,0.513594344,0.000150851,SLC16A1
ENSG00000112394,-0.90310139,1.24E-05,SLC16A10
ENSG00000174327,-0.047786838,0.886845848,SLC16A13
ENSG00000163053,-0.620033152,7.58E-05,SLC16A14
ENSG00000147100,0.252072135,0.047586311,SLC16A2
ENSG00000168679,2.044038867,2.71E-14,SLC16A4
ENSG00000108932,0.483288276,0.059839226,SLC16A6
ENSG00000118596,-1.483026934,6.65E-08,SLC16A7
ENSG00000165449,0.380238851,0.030262489,SLC16A9
ENSG00000119899,0.174918955,0.169091331,SLC17A5
ENSG00000091664,-0.654643625,6.39E-07,SLC17A6
ENSG00000104888,-3.559281806,8.26E-23,SLC17A7
ENSG00000179520,-0.307641726,0.135401736,SLC17A8
ENSG00000036565,5.030461855,1.63E-37,SLC18A1
ENSG00000146409,1.0358429,9.14E-12,SLC18B1
ENSG00000173638,0.231660378,0.114719969,SLC19A1
ENSG00000117479,-0.002680078,0.984227153,SLC19A2
ENSG00000135917,-2.022401943,2.27E-10,SLC19A3
ENSG00000106688,-1.771200109,2.30E-17,SLC1A1
ENSG00000110436,-0.511235617,5.19E-05,SLC1A2
ENSG00000079215,-0.747919263,2.01E-09,SLC1A3
ENSG00000115902,-0.697079202,1.80E-09,SLC1A4
ENSG00000105281,1.111118452,6.21E-16,SLC1A5
ENSG00000105143,-0.324230214,0.111753645,SLC1A6
ENSG00000144136,-0.653286926,1.37E-07,SLC20A1
ENSG00000168575,0.484643128,0.000177004,SLC20A2
ENSG00000163393,-0.426426351,0.104334456,SLC22A15
ENSG00000092096,0.628007782,1.29E-05,SLC22A17
ENSG00000110628,2.011250044,1.58E-16,SLC22A18
ENSG00000137266,-0.03425236,0.823769656,SLC22A23
ENSG00000146477,2.301021351,8.10E-21,SLC22A3
ENSG00000197208,0.425858797,0.084269825,SLC22A4
ENSG00000197375,0.012083905,0.951173809,SLC22A5
ENSG00000089057,-0.640102229,2.90E-09,SLC23A2
ENSG00000074621,1.018877522,6.46E-10,SLC24A1
ENSG00000155886,-2.754337706,5.15E-33,SLC24A2
ENSG00000185052,0.02122472,0.934648739,SLC24A3
ENSG00000100075,0.469816288,0.00028637,SLC25A1
ENSG00000183048,-0.145957873,0.621516774,SLC25A10
ENSG00000108528,-0.089175203,0.54801495,SLC25A11
ENSG00000115840,-0.763019481,9.39E-10,SLC25A12
ENSG00000004864,0.59342777,2.48E-05,SLC25A13
ENSG00000102078,-0.430136457,0.000462346,SLC25A14
ENSG00000102743,0.034710833,0.816396623,SLC25A15
ENSG00000122912,0.148913908,0.218281859,SLC25A16
ENSG00000100372,0.2876216,0.024893944,SLC25A17
ENSG00000182902,0.306537738,0.15741711,SLC25A18
ENSG00000125454,0.166919739,0.409495059,SLC25A19
ENSG00000178537,1.155859848,3.01E-14,SLC25A20
ENSG00000183032,0.551732168,0.05680617,SLC25A21
ENSG00000177542,-0.16991023,0.180541311,SLC25A22
ENSG00000125648,0.10506646,0.418557853,SLC25A23
ENSG00000085491,-0.110124093,0.442808238,SLC25A24
ENSG00000148339,-0.171975967,0.157135258,SLC25A25
ENSG00000144741,0.365564257,0.057471622,SLC25A26
ENSG00000153291,0.06139165,0.686687453,SLC25A27
ENSG00000155287,-0.003914519,0.982361787,SLC25A28
ENSG00000197119,-0.241156465,0.044726571,SLC25A29
ENSG00000075415,0.161744739,0.247585071,SLC25A3
ENSG00000174032,0.51253432,0.00063403,SLC25A30
ENSG00000164933,0.160943588,0.540296273,SLC25A32
ENSG00000171612,0.217823702,0.234206412,SLC25A33
ENSG00000162461,-0.215636894,0.321474336,SLC25A34
ENSG00000125434,0.888948178,0.000110377,SLC25A35
ENSG00000114120,-0.125630321,0.374429923,SLC25A36
ENSG00000147454,0.320475512,0.006138694,SLC25A37
ENSG00000144659,0.11830754,0.351951385,SLC25A38
ENSG00000013306,0.811060575,1.25E-09,SLC25A39
ENSG00000151729,-0.259181272,0.021294987,SLC25A4
ENSG00000075303,-0.752677438,2.51E-07,SLC25A40
ENSG00000181240,0.208446296,0.50257877,SLC25A41
ENSG00000181035,-0.214940562,0.179640508,SLC25A42
ENSG00000077713,1.234754425,3.78E-07,SLC25A43
ENSG00000160785,-0.312669455,0.009064522,SLC25A44
ENSG00000162241,1.747768553,6.11E-06,SLC25A45
ENSG00000164209,-0.362549546,0.001418836,SLC25A46
ENSG00000005022,-0.600830551,2.91E-05,SLC25A5
ENSG00000122696,-0.328748532,0.006078879,SLC25A51
ENSG00000269743,1.062103358,3.03E-11,SLC25A53
ENSG00000169100,-0.48659105,0.000392297,SLC25A6
ENSG00000145217,-0.043743746,0.874812542,SLC26A1
ENSG00000135502,-0.554589722,0.050251925,SLC26A10
ENSG00000181045,0.315808859,0.057252535,SLC26A11
ENSG00000155850,0.069645071,0.580907127,SLC26A2
ENSG00000225697,0.854956098,2.50E-08,SLC26A6
ENSG00000130304,0.866309429,1.98E-12,SLC27A1
ENSG00000140284,-2.180610543,8.40E-19,SLC27A2
ENSG00000143554,-0.572500439,0.00064873,SLC27A3
ENSG00000167114,-0.178895592,0.153359265,SLC27A4
ENSG00000083807,0.21625511,0.247387247,SLC27A5
ENSG00000112759,-1.148477629,4.21E-13,SLC29A1
ENSG00000174669,-0.215623157,0.323166242,SLC29A2
ENSG00000198246,-0.56521062,0.02783434,SLC29A3
ENSG00000164638,-0.767357371,1.23E-08,SLC29A4
ENSG00000117394,0.071918801,0.709050258,SLC2A1
ENSG00000197496,1.743633578,7.56E-27,SLC2A10
ENSG00000133460,-0.023354901,0.903500719,SLC2A11
ENSG00000146411,0.499478937,0.015065909,SLC2A12
ENSG00000151229,-0.513624997,0.000543349,SLC2A13
ENSG00000059804,1.561547183,2.86E-18,SLC2A3
ENSG00000181856,1.137770411,4.62E-05,SLC2A4
ENSG00000125520,0.63808416,6.88E-07,SLC2A4RG
ENSG00000160326,-0.451085967,0.008014918,SLC2A6
ENSG00000136856,0.578250115,0.000190193,SLC2A8
ENSG00000170385,0.45256496,0.001063755,SLC30A1
ENSG00000196660,-1.147664069,1.04E-07,SLC30A10
ENSG00000115194,-0.577625232,0.052634956,SLC30A3
ENSG00000104154,-0.082034022,0.632314671,SLC30A4
ENSG00000145740,0.19242794,0.118706655,SLC30A5
ENSG00000152683,0.382223154,0.001627868,SLC30A6
ENSG00000162695,0.194005392,0.086712322,SLC30A7
ENSG00000014824,0.192476039,0.0967719,SLC30A9
ENSG00000136868,0.631526835,1.91E-05,SLC31A1
ENSG00000136867,0.633195382,0.002251661,SLC31A2
ENSG00000101438,-3.041706236,1.65E-20,SLC32A1
ENSG00000169359,0.330230757,0.004418072,SLC33A1
ENSG00000157765,1.248549907,1.11E-05,SLC34A2
ENSG00000164414,0.161872656,0.342892252,SLC35A1
ENSG00000102100,0.237661793,0.107910101,SLC35A2
ENSG00000117620,0.021995617,0.874128825,SLC35A3
ENSG00000176087,0.050373309,0.762292781,SLC35A4
ENSG00000138459,0.545176628,6.97E-06,SLC35A5
ENSG00000121073,-0.07521838,0.617476389,SLC35B1
ENSG00000157593,0.452884355,0.000411033,SLC35B2
ENSG00000124786,-0.050624323,0.761504497,SLC35B3
ENSG00000205060,-0.065100163,0.566324032,SLC35B4
ENSG00000181830,-0.086781133,0.6504376,SLC35C1
ENSG00000080189,0.196915088,0.115254559,SLC35C2
ENSG00000116704,-0.129319702,0.329823699,SLC35D1
ENSG00000130958,1.767356139,2.55E-10,SLC35D2
ENSG00000127526,-0.021425287,0.865162566,SLC35E1
ENSG00000215790,-0.341782718,0.00353269,SLC35E2A
ENSG00000189339,-0.371110145,0.000905009,SLC35E2B
ENSG00000175782,-0.114842949,0.409403351,SLC35E3
ENSG00000100036,0.138816143,0.431152139,SLC35E4
ENSG00000196376,0.329496164,0.004549156,SLC35F1
ENSG00000110660,1.154907708,4.39E-07,SLC35F2
ENSG00000183780,0.814196155,8.92E-07,SLC35F3
ENSG00000151812,-1.369330775,3.33E-09,SLC35F4
ENSG00000115084,0.505791965,4.34E-06,SLC35F5
ENSG00000213699,0.934138416,2.97E-09,SLC35F6
ENSG00000176273,0.623304029,3.46E-05,SLC35G1
ENSG00000168917,0.504032968,0.003745208,SLC35G2
ENSG00000123643,-0.302659929,0.042251635,SLC36A1
ENSG00000180773,-0.257593857,0.030068688,SLC36A4
ENSG00000160190,0.672283971,1.09E-05,SLC37A1
ENSG00000157800,-0.046890145,0.714023477,SLC37A3
ENSG00000137700,0.0173763,0.900048196,SLC37A4
ENSG00000111371,-0.697067141,1.59E-07,SLC38A1
ENSG00000157637,0.910562749,6.43E-10,SLC38A10
ENSG00000134294,-0.406038751,0.002295528,SLC38A2
ENSG00000188338,-0.389413045,0.117963953,SLC38A3
ENSG00000139974,0.633140686,5.43E-06,SLC38A6
ENSG00000103042,0.108429074,0.443634968,SLC38A7
ENSG00000177058,0.101941354,0.445680495,SLC38A9
ENSG00000143570,0.221996859,0.367460787,SLC39A1
ENSG00000196950,0.093063417,0.449628629,SLC39A10
ENSG00000133195,0.687875102,3.04E-05,SLC39A11
ENSG00000148482,2.052892155,4.36E-11,SLC39A12
ENSG00000165915,0.061407918,0.672982265,SLC39A13
ENSG00000104635,0.75738345,3.93E-10,SLC39A14
ENSG00000141873,0.083033338,0.653192823,SLC39A3
ENSG00000141424,-0.236363527,0.048256054,SLC39A6
ENSG00000112473,0.460077041,0.002309418,SLC39A7
ENSG00000138821,0.499441761,0.120702775,SLC39A8
ENSG00000029364,0.33661455,0.004517741,SLC39A9
ENSG00000168003,0.977884322,1.48E-10,SLC3A2
ENSG00000138449,1.417838452,3.39E-11,SLC40A1
ENSG00000133065,0.558025255,9.37E-07,SLC41A1
ENSG00000136052,-0.671839088,1.22E-05,SLC41A2
ENSG00000114544,0.138519935,0.253160008,SLC41A3
ENSG00000149150,0.232758654,0.41410789,SLC43A1
ENSG00000167703,0.126994849,0.39216716,SLC43A2
ENSG00000070214,0.506208845,0.000346697,SLC44A1
ENSG00000129353,0.235321473,0.097690531,SLC44A2
ENSG00000143036,1.823418584,4.57E-26,SLC44A3
ENSG00000137968,-0.965039457,4.87E-10,SLC44A5
ENSG00000162426,-0.455588611,0.022276762,SLC45A1
ENSG00000164175,-2.328208198,1.37E-16,SLC45A2
ENSG00000158715,0.239974209,0.295312832,SLC45A3
ENSG00000022567,-0.134931798,0.394155813,SLC45A4
ENSG00000076351,0.090320442,0.556258353,SLC46A1
ENSG00000139508,0.830298975,2.96E-06,SLC46A3
ENSG00000142494,0.832340708,0.004892263,SLC47A1
ENSG00000180638,6.34973811,2.31E-29,SLC47A2
ENSG00000211584,0.166374473,0.221076933,SLC48A1
ENSG00000138463,0.370424814,0.00176265,SLC49A4
ENSG00000144290,-0.420885114,0.012449479,SLC4A10
ENSG00000088836,0.874521266,0.015117263,SLC4A11
ENSG00000163798,0.070979038,0.574966129,SLC4A1AP
ENSG00000164889,0.924071556,3.03E-10,SLC4A2
ENSG00000114923,-0.076606265,0.555006946,SLC4A3
ENSG00000080493,-0.911946364,4.64E-07,SLC4A4
ENSG00000188687,0.050951716,0.864742894,SLC4A5
ENSG00000033867,-0.626213433,2.39E-06,SLC4A7
ENSG00000050438,-0.843930734,9.50E-06,SLC4A8
ENSG00000169241,0.542291529,0.005589072,SLC50A1
ENSG00000185803,0.361025547,0.023710224,SLC52A2
ENSG00000198743,0.355537132,0.001226951,SLC5A3
ENSG00000138074,-0.512525648,1.77E-05,SLC5A6
ENSG00000040487,-0.050753088,0.770428687,SLC66A1
ENSG00000122490,0.210143004,0.083405784,SLC66A2
ENSG00000162976,1.320373778,8.01E-13,SLC66A3
ENSG00000157103,-1.256171848,1.88E-25,SLC6A1
ENSG00000132164,-3.351968226,4.51E-25,SLC6A11
ENSG00000072041,0.932062824,1.96E-12,SLC6A15
ENSG00000063127,0.938375864,5.12E-07,SLC6A16
ENSG00000197106,-2.053557206,1.57E-09,SLC6A17
ENSG00000165970,4.266626417,3.25E-20,SLC6A5
ENSG00000131389,-1.471281779,1.12E-30,SLC6A6
ENSG00000011083,-1.480303338,2.20E-07,SLC6A7
ENSG00000130821,0.581868067,7.43E-07,SLC6A8
ENSG00000196517,0.185788713,0.264941148,SLC6A9
ENSG00000139514,0.037573682,0.835379966,SLC7A1
ENSG00000151012,1.358080693,1.36E-20,SLC7A11
ENSG00000013293,-0.240717374,0.260246228,SLC7A14
ENSG00000003989,-0.770051373,0.002056257,SLC7A2
ENSG00000165349,0.308483519,0.157488127,SLC7A3
ENSG00000103257,1.398000417,4.17E-23,SLC7A5
ENSG00000103064,-0.96745234,1.85E-14,SLC7A6
ENSG00000103061,-0.026695558,0.844818686,SLC7A6OS
ENSG00000092068,1.98336466,2.44E-10,SLC7A8
ENSG00000021488,-0.375457622,0.190621298,SLC7A9
ENSG00000183023,-2.03553857,1.22E-50,SLC8A1
ENSG00000118160,-1.187779151,3.12E-06,SLC8A2
ENSG00000100678,0.164005758,0.427885304,SLC8A3
ENSG00000089060,1.134663352,3.42E-11,SLC8B1
ENSG00000090020,0.016947325,0.941931454,SLC9A1
ENSG00000115616,-1.864686402,5.37E-13,SLC9A2
ENSG00000109062,0.891273975,1.48E-08,SLC9A3R1
ENSG00000065054,0.923679973,1.74E-06,SLC9A3R2
ENSG00000180251,-4.841547995,1.56E-37,SLC9A4
ENSG00000135740,-0.804462473,1.44E-05,SLC9A5
ENSG00000198689,-0.323435024,0.003709215,SLC9A6
ENSG00000065923,-0.24948219,0.019800443,SLC9A7
ENSG00000197818,0.299052382,0.019352124,SLC9A8
ENSG00000181804,0.705678192,0.000286581,SLC9A9
ENSG00000164038,0.37400951,0.006975787,SLC9B2
ENSG00000162753,-0.455620883,0.085408001,SLC9C2
ENSG00000084453,-1.405807006,2.04E-05,SLCO1A2
ENSG00000139155,0.772893899,1.71E-05,SLCO1C1
ENSG00000176463,0.471892148,0.040131959,SLCO3A1
ENSG00000101187,-2.635157494,4.89E-30,SLCO4A1
ENSG00000137571,-2.312845614,6.61E-38,SLCO5A1
ENSG00000133302,-0.713635473,1.44E-08,SLF1
ENSG00000119906,0.013928867,0.912299989,SLF2
ENSG00000172716,-2.3007562,7.45E-14,SLFN11
ENSG00000172123,1.16566707,8.48E-08,SLFN12
ENSG00000166750,1.533791719,1.29E-37,SLFN5
ENSG00000171790,-0.892774628,0.000383508,SLFNL1
ENSG00000119705,0.094674244,0.499148869,SLIRP
ENSG00000187122,-1.692979112,6.46E-30,SLIT1
ENSG00000145147,-0.63224297,0.010650109,SLIT2
ENSG00000184347,0.25218854,0.330062927,SLIT3
ENSG00000178235,-1.779579389,2.78E-10,SLITRK1
ENSG00000185985,-1.497184017,1.17E-07,SLITRK2
ENSG00000121871,-1.835830792,1.74E-17,SLITRK3
ENSG00000179542,-0.386802408,0.00043918,SLITRK4
ENSG00000165300,-0.645343282,0.006771789,SLITRK5
ENSG00000184564,-3.949859466,2.30E-36,SLITRK6
ENSG00000065613,0.171067749,0.133940573,SLK
ENSG00000163681,0.317308111,0.003845047,SLMAP
ENSG00000170290,6.99480551,2.12E-79,SLN
ENSG00000137776,-0.318729271,0.009185724,SLTM
ENSG00000164609,0.046218733,0.720021682,SLU7
ENSG00000188827,-0.141153314,0.30029336,SLX4
ENSG00000149346,0.118952691,0.400664809,SLX4IP
ENSG00000170365,0.71470643,1.25E-10,SMAD1
ENSG00000175387,0.210663856,0.070982517,SMAD2
ENSG00000166949,1.232736916,5.78E-25,SMAD3
ENSG00000141646,-0.21431177,0.122303785,SMAD4
ENSG00000113658,0.487154856,3.65E-05,SMAD5
ENSG00000137834,3.715738903,4.25E-60,SMAD6
ENSG00000101665,0.402826139,0.004830334,SMAD7
ENSG00000120693,0.148067634,0.444617524,SMAD9
ENSG00000112305,0.187585088,0.096966819,SMAP1
ENSG00000084070,-0.780217658,2.52E-09,SMAP2
ENSG00000102038,0.169805546,0.148725636,SMARCA1
ENSG00000080503,-0.619013306,3.92E-09,SMARCA2
ENSG00000127616,-0.652620354,1.32E-05,SMARCA4
ENSG00000153147,0.18220616,0.117666453,SMARCA5
ENSG00000163104,-0.484413412,8.57E-05,SMARCAD1
ENSG00000138375,-0.189878137,0.184910118,SMARCAL1
ENSG00000099956,-0.365206375,0.00074888,SMARCB1
ENSG00000173473,-0.599771429,1.30E-06,SMARCC1
ENSG00000139613,-0.269558474,0.048019768,SMARCC2
ENSG00000066117,-0.659460451,5.57E-09,SMARCD1
ENSG00000108604,-0.018907093,0.913088735,SMARCD2
ENSG00000082014,-0.524246881,1.28E-06,SMARCD3
